"Policy","Setting","SubSetting","Value","InfoUrl","SupportedPlatform","SupportedSKUs","UnsupportedSKUs","Unique","Duplicate","Conflicting"
"Windows Intune Baseline","Allow VBScript to run in Internet Explorer","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneallowvbscripttorunininternetexplorer","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow VBScript to run in Internet Explorer","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Automatic prompting for file downloads","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneallowautomaticpromptingforfiledownloads","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Automatic prompting for file downloads","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Don't run antimalware programs against ActiveX controls","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzonedonotrunantimalwareagainstactivexcontrols","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Don't run antimalware programs against ActiveX controls","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Download signed ActiveX controls","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzonedownloadsignedactivexcontrols","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Download signed ActiveX controls","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Download unsigned ActiveX controls","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzonedownloadunsignedactivexcontrols","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Download unsigned ActiveX controls","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Enable dragging of content from different domains across windows","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneenabledraggingofcontentfromdifferentdomainsacrosswindows","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Enable dragging of content from different domains across windows","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Enable dragging of content from different domains within a window","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneenabledraggingofcontentfromdifferentdomainswithinwindows","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Enable dragging of content from different domains within a window","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Include local path when user is uploading files to a server","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneincludelocalpathwhenuploadingfilestoserver","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Include local directory path when uploading files to a server","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Initialize and script ActiveX controls not marked as safe","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneinitializeandscriptactivexcontrols","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Initialize and script ActiveX controls not marked as safe","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Java permissions","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzonejavapermissions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Java permissions","Disable Java","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Launching applications and files in an IFRAME","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzonelaunchingapplicationsandfilesiniframe","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Launching applications and files in an IFRAME","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Logon options","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzonelogonoptions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Logon options","Prompt for user name and password","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Navigate windows and frames across different domains","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzonenavigatewindowsandframes","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Navigate windows and frames across different domains","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Run .NET Framework-reliant components not signed with Authenticode","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneallownetframeworkreliantcomponents","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Run .NET Framework-reliant components not signed with Authenticode","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Run .NET Framework-reliant components signed with Authenticode","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzonerunnetframeworkreliantcomponentssignedwithauthenticode","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Run .NET Framework-reliant components signed with Authenticode","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Show security warning for potentially unsafe files","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneshowsecuritywarningforpotentiallyunsafefiles","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Launching programs and unsafe files","Prompt","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Turn on Cross-Site Scripting Filter","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneenablecrosssitescriptingfilter","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Turn on Cross-Site Scripting (XSS) Filter","Enable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Turn on Protected Mode","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneenableprotectedmode","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Protected Mode","Enable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Turn on SmartScreen Filter scan","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneallowsmartscreenie","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Use SmartScreen Filter","Enable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Use Pop-up Blocker","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneusepopupblocker","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Use Pop-up Blocker","Enable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Userdata persistence","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneallowuserdatapersistence","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Userdata persistence","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Web sites in less privileged Web content zones can navigate into this zone","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-internetzoneallowlessprivilegedsites","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Web sites in less privileged Web content zones can navigate into this zone","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Don't run antimalware programs against ActiveX controls","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-intranetzonedonotrunantimalwareagainstactivexcontrols","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Don't run antimalware programs against ActiveX controls","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Initialize and script ActiveX controls not marked as safe","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-intranetzoneinitializeandscriptactivexcontrols","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Initialize and script ActiveX controls not marked as safe","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Java permissions","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-intranetzonejavapermissions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Java permissions","High safety","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Don't run antimalware programs against ActiveX controls","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-localmachinezonedonotrunantimalwareagainstactivexcontrols","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Don't run antimalware programs against ActiveX controls","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Java permissions","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-localmachinezonejavapermissions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Java permissions","Disable Java","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Turn on SmartScreen Filter scan","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-lockeddowninternetzoneallowsmartscreenie","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Use SmartScreen Filter","Enable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Java permissions","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-lockeddownintranetjavapermissions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Java permissions","Disable Java","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Java permissions","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-lockeddownlocalmachinezonejavapermissions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Java permissions","Disable Java","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Java permissions","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-lockeddownrestrictedsiteszonejavapermissions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Java permissions","Disable Java","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Turn on SmartScreen Filter scan","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-lockeddownrestrictedsiteszoneallowsmartscreenie","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Use SmartScreen Filter","Enable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Java permissions","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-lockeddowntrustedsiteszonejavapermissions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Java permissions","Disable Java","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Access data sources across domains","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowaccesstodatasources","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Access data sources across domains","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow active scripting","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowactivescripting","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow active scripting","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow binary and script behaviors","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowbinaryandscriptbehaviors","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow Binary and Script Behaviors","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow cut, copy or paste operations from the clipboard via script","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowcopypasteviascript","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow paste operations via script","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow drag and drop or copy and paste files","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowdraganddropcopyandpastefiles","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow drag and drop or copy and paste files","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow file downloads","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowfiledownloads","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow file downloads","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow loading of XAML files","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowloadingofxamlfiles","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","XAML Files","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow META REFRESH","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowmetarefresh","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow META REFRESH","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow only approved domains to use ActiveX controls without prompt","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowonlyapproveddomainstouseactivexcontrols","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Only allow approved domains to use ActiveX controls without prompt","Enable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow only approved domains to use the TDC ActiveX control","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowonlyapproveddomainstousetdcactivexcontrol","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Only allow approved domains to use the TDC ActiveX control","Enable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow script-initiated windows without size or position constraints","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-internetexplorer#internetexplorer-restrictedsiteszoneallowscriptinitiatedwindows","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow script-initiated windows without size or position constraints","Disable","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
